CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
3119609,3 - Sudeste,31,MG,Coronel Pacheco,3125,1 - Até 5000
3119708,3 - Sudeste,31,MG,Coronel Xavier Chaves,3471,1 - Até 5000
3119807,3 - Sudeste,31,MG,Córrego Danta,3359,1 - Até 5000
3119906,3 - Sudeste,31,MG,Córrego do Bom Jesus,3804,1 - Até 5000
3119955,3 - Sudeste,31,MG,Córrego Fundo,6295,2 - 5001 até 10000
3120003,3 - Sudeste,31,MG,Córrego Novo,2970,1 - Até 5000
3120102,3 - Sudeste,31,MG,Couto de Magalhães de Minas,4444,1 - Até 5000
3120151,3 - Sudeste,31,MG,Crisólita,6631,2 - 5001 até 10000
3120201,3 - Sudeste,31,MG,Cristais,12564,3 - 10001 até 20000
3120300,3 - Sudeste,31,MG,Cristália,6042,2 - 5001 até 10000
3120409,3 - Sudeste,31,MG,Cristiano Otoni,5225,2 - 5001 até 10000
3120508,3 - Sudeste,31,MG,Cristina,10482,3 - 10001 até 20000
3120607,3 - Sudeste,31,MG,Crucilândia,5057,2 - 5001 até 10000
3120706,3 - Sudeste,31,MG,Cruzeiro da Fortaleza,4174,1 - Até 5000
3120805,3 - Sudeste,31,MG,Cruzília,15497,3 - 10001 até 20000
3120839,3 - Sudeste,31,MG,Cuparaque,4995,1 - Até 5000
3120870,3 - Sudeste,31,MG,Curral de Dentro,7623,2 - 5001 até 10000
3120904,3 - Sudeste,31,MG,Curvelo,79878,5 - 50001 até 100000
3121001,3 - Sudeste,31,MG,Datas,5471,2 - 5001 até 10000
3121100,3 - Sudeste,31,MG,Delfim Moreira,8205,2 - 5001 até 10000
3121209,3 - Sudeste,31,MG,Delfinópolis,7186,2 - 5001 até 10000
3121258,3 - Sudeste,31,MG,Delta,9904,2 - 5001 até 10000
3121308,3 - Sudeste,31,MG,Descoberto,5047,2 - 5001 até 10000
3121407,3 - Sudeste,31,MG,Desterro de Entre Rios,7334,2 - 5001 até 10000
3121506,3 - Sudeste,31,MG,Desterro do Melo,3015,1 - Até 5000
3121605,3 - Sudeste,31,MG,Diamantina,48230,4 - 20001 até 50000
3121704,3 - Sudeste,31,MG,Diogo de Vasconcelos,3913,1 - Até 5000
3121803,3 - Sudeste,31,MG,Dionísio,8287,2 - 5001 até 10000
3121902,3 - Sudeste,31,MG,Divinésia,3455,1 - Até 5000
3122009,3 - Sudeste,31,MG,Divino,20133,4 - 20001 até 50000
3122108,3 - Sudeste,31,MG,Divino das Laranjeiras,5086,2 - 5001 até 10000
3122207,3 - Sudeste,31,MG,Divinolândia de Minas,7559,2 - 5001 até 10000
3122306,3 - Sudeste,31,MG,Divinópolis,234937,6 - 100001 até 500000
3122355,3 - Sudeste,31,MG,Divisa Alegre,6625,2 - 5001 até 10000
3122405,3 - Sudeste,31,MG,Divisa Nova,6068,2 - 5001 até 10000
3122454,3 - Sudeste,31,MG,Divisópolis,10547,3 - 10001 até 20000
3122470,3 - Sudeste,31,MG,Dom Bosco,3818,1 - Até 5000
3122504,3 - Sudeste,31,MG,Dom Cavati,5247,2 - 5001 até 10000
3122603,3 - Sudeste,31,MG,Dom Joaquim,4602,1 - Até 5000
3122702,3 - Sudeste,31,MG,Dom Silvério,5351,2 - 5001 até 10000
3122801,3 - Sudeste,31,MG,Dom Viçoso,3072,1 - Até 5000
3122900,3 - Sudeste,31,MG,Dona Eusébia,6527,2 - 5001 até 10000
3123007,3 - Sudeste,31,MG,Dores de Campos,10093,3 - 10001 até 20000
3123106,3 - Sudeste,31,MG,Dores de Guanhães,5316,2 - 5001 até 10000
3123205,3 - Sudeste,31,MG,Dores do Indaiá,13923,3 - 10001 até 20000
3123304,3 - Sudeste,31,MG,Dores do Turvo,4437,1 - Até 5000
3123403,3 - Sudeste,31,MG,Doresópolis,1533,1 - Até 5000
3123502,3 - Sudeste,31,MG,Douradoquara,1930,1 - Até 5000
3123528,3 - Sudeste,31,MG,Durandé,7884,2 - 5001 até 10000
3123601,3 - Sudeste,31,MG,Elói Mendes,27730,4 - 20001 até 50000
3123700,3 - Sudeste,31,MG,Engenheiro Caldas,11098,3 - 10001 até 20000
3123809,3 - Sudeste,31,MG,Engenheiro Navarro,7377,2 - 5001 até 10000
3123858,3 - Sudeste,31,MG,Entre Folhas,5443,2 - 5001 até 10000
3123908,3 - Sudeste,31,MG,Entre Rios de Minas,15292,3 - 10001 até 20000
3124005,3 - Sudeste,31,MG,Ervália,19015,3 - 10001 até 20000
3124104,3 - Sudeste,31,MG,Esmeraldas,69010,5 - 50001 até 100000
3124203,3 - Sudeste,31,MG,Espera Feliz,24805,4 - 20001 até 50000
3124302,3 - Sudeste,31,MG,Espinosa,32214,4 - 20001 até 50000
3124401,3 - Sudeste,31,MG,Espírito Santo do Dourado,4712,1 - Até 5000
3124500,3 - Sudeste,31,MG,Estiva,11449,3 - 10001 até 20000
3124609,3 - Sudeste,31,MG,Estrela Dalva,2448,1 - Até 5000
3124708,3 - Sudeste,31,MG,Estrela do Indaiá,3590,1 - Até 5000
3124807,3 - Sudeste,31,MG,Estrela do Sul,7981,2 - 5001 até 10000
3124906,3 - Sudeste,31,MG,Eugenópolis,11285,3 - 10001 até 20000
3125002,3 - Sudeste,31,MG,Ewbank da Câmara,3952,1 - Até 5000
3125101,3 - Sudeste,31,MG,Extrema,34344,4 - 20001 até 50000
3125200,3 - Sudeste,31,MG,Fama,2426,1 - Até 5000
3125309,3 - Sudeste,31,MG,Faria Lemos,3371,1 - Até 5000
3125408,3 - Sudeste,31,MG,Felício dos Santos,5012,2 - 5001 até 10000
3125507,3 - Sudeste,31,MG,São Gonçalo do Rio Preto,3205,1 - Até 5000
3125606,3 - Sudeste,31,MG,Felisburgo,7431,2 - 5001 até 10000
3125705,3 - Sudeste,31,MG,Felixlândia,15273,3 - 10001 até 20000
3125804,3 - Sudeste,31,MG,Fernandes Tourinho,3369,1 - Até 5000
3125903,3 - Sudeste,31,MG,Ferros,10432,3 - 10001 até 20000
3125952,3 - Sudeste,31,MG,Fervedouro,11039,3 - 10001 até 20000
3126000,3 - Sudeste,31,MG,Florestal,7343,2 - 5001 até 10000
3126109,3 - Sudeste,31,MG,Formiga,68423,5 - 50001 até 100000
3126208,3 - Sudeste,31,MG,Formoso,9294,2 - 5001 até 10000
3126307,3 - Sudeste,31,MG,Fortaleza de Minas,4407,1 - Até 5000
3126406,3 - Sudeste,31,MG,Fortuna de Minas,2932,1 - Até 5000
3126505,3 - Sudeste,31,MG,Francisco Badaró,10557,3 - 10001 até 20000
3126604,3 - Sudeste,31,MG,Francisco Dumont,5215,2 - 5001 até 10000
3126703,3 - Sudeste,31,MG,Francisco Sá,26428,4 - 20001 até 50000
3126752,3 - Sudeste,31,MG,Franciscópolis,5672,2 - 5001 até 10000
3126802,3 - Sudeste,31,MG,Frei Gaspar,6024,2 - 5001 até 10000
3126901,3 - Sudeste,31,MG,Frei Inocêncio,9597,2 - 5001 até 10000
3126950,3 - Sudeste,31,MG,Frei Lagonegro,3510,1 - Até 5000
3127008,3 - Sudeste,31,MG,Fronteira,17072,3 - 10001 até 20000
3127057,3 - Sudeste,31,MG,Fronteira dos Vales,4733,1 - Até 5000
3127073,3 - Sudeste,31,MG,Fruta de Leite,5709,2 - 5001 até 10000
3127107,3 - Sudeste,31,MG,Frutal,58770,5 - 50001 até 100000
3127206,3 - Sudeste,31,MG,Funilândia,4277,1 - Até 5000
3127305,3 - Sudeste,31,MG,Galiléia,7034,2 - 5001 até 10000
3127339,3 - Sudeste,31,MG,Gameleiras,5246,2 - 5001 até 10000
3127354,3 - Sudeste,31,MG,Glaucilândia,3160,1 - Até 5000
3127370,3 - Sudeste,31,MG,Goiabeira,3328,1 - Até 5000
3127388,3 - Sudeste,31,MG,Goianá,3952,1 - Até 5000
3127404,3 - Sudeste,31,MG,Gonçalves,4410,1 - Até 5000
3127503,3 - Sudeste,31,MG,Gonzaga,6223,2 - 5001 até 10000
3127602,3 - Sudeste,31,MG,Gouveia,12064,3 - 10001 até 20000
3127701,3 - Sudeste,31,MG,Governador Valadares,280901,6 - 100001 até 500000
3127800,3 - Sudeste,31,MG,Grão Mogol,15931,3 - 10001 até 20000
3127909,3 - Sudeste,31,MG,Grupiara,1418,1 - Até 5000
3128006,3 - Sudeste,31,MG,Guanhães,34054,4 - 20001 até 50000
3128105,3 - Sudeste,31,MG,Guapé,14460,3 - 10001 até 20000
3128204,3 - Sudeste,31,MG,Guaraciaba,10542,3 - 10001 até 20000
3128253,3 - Sudeste,31,MG,Guaraciama,5001,2 - 5001 até 10000
3128303,3 - Sudeste,31,MG,Guaranésia,19378,3 - 10001 até 20000
3128402,3 - Sudeste,31,MG,Guarani,9047,2 - 5001 até 10000
3128501,3 - Sudeste,31,MG,Guarará,3938,1 - Até 5000
3128600,3 - Sudeste,31,MG,Guarda-Mor,6736,2 - 5001 até 10000
3128709,3 - Sudeste,31,MG,Guaxupé,52294,5 - 50001 até 100000
3128808,3 - Sudeste,31,MG,Guidoval,7300,2 - 5001 até 10000
3128907,3 - Sudeste,31,MG,Guimarânia,7956,2 - 5001 até 10000
3129004,3 - Sudeste,31,MG,Guiricema,8714,2 - 5001 até 10000
3129103,3 - Sudeste,31,MG,Gurinhatã,5959,2 - 5001 até 10000
3129202,3 - Sudeste,31,MG,Heliodora,6561,2 - 5001 até 10000
3129301,3 - Sudeste,31,MG,Iapu,10962,3 - 10001 até 20000
3129400,3 - Sudeste,31,MG,Ibertioga,5150,2 - 5001 até 10000
3129509,3 - Sudeste,31,MG,Ibiá,25100,4 - 20001 até 50000
3129608,3 - Sudeste,31,MG,Ibiaí,8400,2 - 5001 até 10000
3129657,3 - Sudeste,31,MG,Ibiracatu,6165,2 - 5001 até 10000
3129707,3 - Sudeste,31,MG,Ibiraci,13575,3 - 10001 até 20000
3129806,3 - Sudeste,31,MG,Ibirité,177475,6 - 100001 até 500000
3129905,3 - Sudeste,31,MG,Ibitiúra de Minas,3536,1 - Até 5000
3130002,3 - Sudeste,31,MG,Ibituruna,3018,1 - Até 5000
3130051,3 - Sudeste,31,MG,Icaraí de Minas,11835,3 - 10001 até 20000
3130101,3 - Sudeste,31,MG,Igarapé,41127,4 - 20001 até 50000
3130200,3 - Sudeste,31,MG,Igaratinga,10547,3 - 10001 até 20000
3130309,3 - Sudeste,31,MG,Iguatama,8172,2 - 5001 até 10000
3130408,3 - Sudeste,31,MG,Ijaci,6460,2 - 5001 até 10000
3130507,3 - Sudeste,31,MG,Ilicínea,12358,3 - 10001 até 20000
3130556,3 - Sudeste,31,MG,Imbé de Minas,6899,2 - 5001 até 10000
3130606,3 - Sudeste,31,MG,Inconfidentes,7356,2 - 5001 até 10000
3130655,3 - Sudeste,31,MG,Indaiabira,7524,2 - 5001 até 10000
3130705,3 - Sudeste,31,MG,Indianópolis,6806,2 - 5001 até 10000
3130804,3 - Sudeste,31,MG,Ingaí,2785,1 - Até 5000
3130903,3 - Sudeste,31,MG,Inhapim,24792,4 - 20001 até 50000
3131000,3 - Sudeste,31,MG,Inhaúma,6240,2 - 5001 até 10000
3131109,3 - Sudeste,31,MG,Inimutaba,7489,2 - 5001 até 10000
3131158,3 - Sudeste,31,MG,Ipaba,18375,3 - 10001 até 20000
3131208,3 - Sudeste,31,MG,Ipanema,19736,3 - 10001 até 20000
3131307,3 - Sudeste,31,MG,Ipatinga,261203,6 - 100001 até 500000
3131406,3 - Sudeste,31,MG,Ipiaçu,4285,1 - Até 5000
3131505,3 - Sudeste,31,MG,Ipuiúna,10125,3 - 10001 até 20000
3131604,3 - Sudeste,31,MG,Iraí de Minas,6969,2 - 5001 até 10000
3131703,3 - Sudeste,31,MG,Itabira,119285,6 - 100001 até 500000
3131802,3 - Sudeste,31,MG,Itabirinha,11498,3 - 10001 até 20000
3131901,3 - Sudeste,31,MG,Itabirito,50816,5 - 50001 até 100000
3132008,3 - Sudeste,31,MG,Itacambira,5374,2 - 5001 até 10000
3132107,3 - Sudeste,31,MG,Itacarambi,18443,3 - 10001 até 20000
3132206,3 - Sudeste,31,MG,Itaguara,13329,3 - 10001 até 20000
3132305,3 - Sudeste,31,MG,Itaipé,12725,3 - 10001 até 20000
3132404,3 - Sudeste,31,MG,Itajubá,97000,5 - 50001 até 100000
3132503,3 - Sudeste,31,MG,Itamarandiba,34661,4 - 20001 até 50000
3132602,3 - Sudeste,31,MG,Itamarati de Minas,4362,1 - Até 5000
3132701,3 - Sudeste,31,MG,Itambacuri,23637,4 - 20001 até 50000
3132800,3 - Sudeste,31,MG,Itambé do Mato Dentro,2207,1 - Até 5000
3132909,3 - Sudeste,31,MG,Itamogi,10501,3 - 10001 até 20000
3133006,3 - Sudeste,31,MG,Itamonte,15391,3 - 10001 até 20000
3133105,3 - Sudeste,31,MG,Itanhandu,15290,3 - 10001 até 20000
3133204,3 - Sudeste,31,MG,Itanhomi,12394,3 - 10001 até 20000
3133303,3 - Sudeste,31,MG,Itaobim,21559,4 - 20001 até 50000
3133402,3 - Sudeste,31,MG,Itapagipe,15041,3 - 10001 até 20000
3133501,3 - Sudeste,31,MG,Itapecerica,22158,4 - 20001 até 50000
3133600,3 - Sudeste,31,MG,Itapeva,9618,2 - 5001 até 10000
3133709,3 - Sudeste,31,MG,Itatiaiuçu,10979,3 - 10001 até 20000
3133758,3 - Sudeste,31,MG,Itaú de Minas,16082,3 - 10001 até 20000
3133808,3 - Sudeste,31,MG,Itaúna,92696,5 - 50001 até 100000
3133907,3 - Sudeste,31,MG,Itaverava,5690,2 - 5001 até 10000
3134004,3 - Sudeste,31,MG,Itinga,15147,3 - 10001 até 20000
3134103,3 - Sudeste,31,MG,Itueta,6120,2 - 5001 até 10000
3134202,3 - Sudeste,31,MG,Ituiutaba,104526,6 - 100001 até 500000
3134301,3 - Sudeste,31,MG,Itumirim,6213,2 - 5001 até 10000
3134400,3 - Sudeste,31,MG,Iturama,38484,4 - 20001 até 50000
3134509,3 - Sudeste,31,MG,Itutinga,3926,1 - Até 5000
3134608,3 - Sudeste,31,MG,Jaboticatubas,19545,3 - 10001 até 20000
3134707,3 - Sudeste,31,MG,Jacinto,12561,3 - 10001 até 20000
3134806,3 - Sudeste,31,MG,Jacuí,7809,2 - 5001 até 10000
3134905,3 - Sudeste,31,MG,Jacutinga,25453,4 - 20001 até 50000
3135001,3 - Sudeste,31,MG,Jaguaraçu,3158,1 - Até 5000
3135050,3 - Sudeste,31,MG,Jaíba,37939,4 - 20001 até 50000
3135076,3 - Sudeste,31,MG,Jampruca,5414,2 - 5001 até 10000
3135100,3 - Sudeste,31,MG,Janaúba,71653,5 - 50001 até 100000
3135209,3 - Sudeste,31,MG,Januária,68584,5 - 50001 até 100000
3135308,3 - Sudeste,31,MG,Japaraíba,4308,1 - Até 5000
3135357,3 - Sudeste,31,MG,Japonvar,8683,2 - 5001 até 10000
3135407,3 - Sudeste,31,MG,Jeceaba,5209,2 - 5001 até 10000
3135456,3 - Sudeste,31,MG,Jenipapo de Minas,7672,2 - 5001 até 10000
3135506,3 - Sudeste,31,MG,Jequeri,12859,3 - 10001 até 20000
3135605,3 - Sudeste,31,MG,Jequitaí,7890,2 - 5001 até 10000
3135704,3 - Sudeste,31,MG,Jequitibá,5319,2 - 5001 até 10000
3135803,3 - Sudeste,31,MG,Jequitinhonha,25560,4 - 20001 até 50000
3135902,3 - Sudeste,31,MG,Jesuânia,4898,1 - Até 5000
3136009,3 - Sudeste,31,MG,Joaíma,15634,3 - 10001 até 20000
3136108,3 - Sudeste,31,MG,Joanésia,4996,1 - Até 5000
3136207,3 - Sudeste,31,MG,João Monlevade,79590,5 - 50001 até 100000
3136306,3 - Sudeste,31,MG,João Pinheiro,48751,4 - 20001 até 50000
3136405,3 - Sudeste,31,MG,Joaquim Felício,4669,1 - Até 5000
3136504,3 - Sudeste,31,MG,Jordânia,10901,3 - 10001 até 20000
3136520,3 - Sudeste,31,MG,José Gonçalves de Minas,4631,1 - Até 5000
3136553,3 - Sudeste,31,MG,José Raydan,4894,1 - Até 5000
3136579,3 - Sudeste,31,MG,Josenópolis,4877,1 - Até 5000
3136603,3 - Sudeste,31,MG,Nova União,5804,2 - 5001 até 10000
3136652,3 - Sudeste,31,MG,Juatuba,25874,4 - 20001 até 50000
3136702,3 - Sudeste,31,MG,Juiz de Fora,563769,7 - Maior que 500000
3136801,3 - Sudeste,31,MG,Juramento,4358,1 - Até 5000
3136900,3 - Sudeste,31,MG,Juruaia,10341,3 - 10001 até 20000
3136959,3 - Sudeste,31,MG,Juvenília,5860,2 - 5001 até 10000
3137007,3 - Sudeste,31,MG,Ladainha,18152,3 - 10001 até 20000
3137106,3 - Sudeste,31,MG,Lagamar,7795,2 - 5001 até 10000
3137205,3 - Sudeste,31,MG,Lagoa da Prata,51204,5 - 50001 até 100000
3137304,3 - Sudeste,31,MG,Lagoa dos Patos,4248,1 - Até 5000
3137403,3 - Sudeste,31,MG,Lagoa Dourada,13056,3 - 10001 até 20000
3137502,3 - Sudeste,31,MG,Lagoa Formosa,18175,3 - 10001 até 20000
3137536,3 - Sudeste,31,MG,Lagoa Grande,9440,2 - 5001 até 10000
3137601,3 - Sudeste,31,MG,Lagoa Santa,61752,5 - 50001 até 100000
3137700,3 - Sudeste,31,MG,Lajinha,20301,4 - 20001 até 50000
3137809,3 - Sudeste,31,MG,Lambari,20870,4 - 20001 até 50000
3137908,3 - Sudeste,31,MG,Lamim,3498,1 - Até 5000
3138005,3 - Sudeste,31,MG,Laranjal,6852,2 - 5001 até 10000
3138104,3 - Sudeste,31,MG,Lassance,6664,2 - 5001 até 10000
3138203,3 - Sudeste,31,MG,Lavras,102124,6 - 100001 até 500000
3138302,3 - Sudeste,31,MG,Leandro Ferreira,3300,1 - Até 5000
3138351,3 - Sudeste,31,MG,Leme do Prado,4998,1 - Até 5000
3138401,3 - Sudeste,31,MG,Leopoldina,53354,5 - 50001 até 100000
3138500,3 - Sudeste,31,MG,Liberdade,5296,2 - 5001 até 10000
3138609,3 - Sudeste,31,MG,Lima Duarte,16910,3 - 10001 até 20000
3138625,3 - Sudeste,31,MG,Limeira do Oeste,7487,2 - 5001 até 10000
3138658,3 - Sudeste,31,MG,Lontra,9044,2 - 5001 até 10000
3138674,3 - Sudeste,31,MG,Luisburgo,6409,2 - 5001 até 10000
3138682,3 - Sudeste,31,MG,Luislândia,6756,2 - 5001 até 10000
3138708,3 - Sudeste,31,MG,Luminárias,5572,2 - 5001 até 10000
3138807,3 - Sudeste,31,MG,Luz,18400,3 - 10001 até 20000
3138906,3 - Sudeste,31,MG,Machacalis,7237,2 - 5001 até 10000
3139003,3 - Sudeste,31,MG,Machado,41920,4 - 20001 até 50000
3139102,3 - Sudeste,31,MG,Madre de Deus de Minas,5153,2 - 5001 até 10000
3139201,3 - Sudeste,31,MG,Malacacheta,19157,3 - 10001 até 20000
3139250,3 - Sudeste,31,MG,Mamonas,6624,2 - 5001 até 10000
3139300,3 - Sudeste,31,MG,Manga,19372,3 - 10001 até 20000
3139409,3 - Sudeste,31,MG,Manhuaçu,88580,5 - 50001 até 100000
3139508,3 - Sudeste,31,MG,Manhumirim,22784,4 - 20001 até 50000
3139607,3 - Sudeste,31,MG,Mantena,28132,4 - 20001 até 50000
3139706,3 - Sudeste,31,MG,Maravilhas,7876,2 - 5001 até 10000
3139805,3 - Sudeste,31,MG,Mar de Espanha,12743,3 - 10001 até 20000
3139904,3 - Sudeste,31,MG,Maria da Fé,14488,3 - 10001 até 20000
3140001,3 - Sudeste,31,MG,Mariana,59857,5 - 50001 até 100000
3140100,3 - Sudeste,31,MG,Marilac,4254,1 - Até 5000
3140159,3 - Sudeste,31,MG,Mário Campos,14988,3 - 10001 até 20000
3140209,3 - Sudeste,31,MG,Maripá de Minas,2979,1 - Até 5000
3140308,3 - Sudeste,31,MG,Marliéria,4129,1 - Até 5000
3140407,3 - Sudeste,31,MG,Marmelópolis,2900,1 - Até 5000
3140506,3 - Sudeste,31,MG,Martinho Campos,13436,3 - 10001 até 20000
3140530,3 - Sudeste,31,MG,Martins Soares,8172,2 - 5001 até 10000
3140555,3 - Sudeste,31,MG,Mata Verde,8539,2 - 5001 até 10000
3140605,3 - Sudeste,31,MG,Materlândia,4619,1 - Até 5000
3140704,3 - Sudeste,31,MG,Mateus Leme,30678,4 - 20001 até 50000
3140803,3 - Sudeste,31,MG,Matias Barbosa,14449,3 - 10001 até 20000
3140852,3 - Sudeste,31,MG,Matias Cardoso,10999,3 - 10001 até 20000
3140902,3 - Sudeste,31,MG,Matipó,18914,3 - 10001 até 20000
3141009,3 - Sudeste,31,MG,Mato Verde,12849,3 - 10001 até 20000
3141108,3 - Sudeste,31,MG,Matozinhos,37344,4 - 20001 até 50000
3141207,3 - Sudeste,31,MG,Matutina,3846,1 - Até 5000
3141306,3 - Sudeste,31,MG,Medeiros,3765,1 - Até 5000
3141405,3 - Sudeste,31,MG,Medina,21409,4 - 20001 até 50000
3141504,3 - Sudeste,31,MG,Mendes Pimentel,6564,2 - 5001 até 10000
3141603,3 - Sudeste,31,MG,Mercês,10868,3 - 10001 até 20000
3141702,3 - Sudeste,31,MG,Mesquita,5911,2 - 5001 até 10000
3141801,3 - Sudeste,31,MG,Minas Novas,32009,4 - 20001 até 50000
3141900,3 - Sudeste,31,MG,Minduri,3970,1 - Até 5000
3142007,3 - Sudeste,31,MG,Mirabela,13726,3 - 10001 até 20000
3142106,3 - Sudeste,31,MG,Miradouro,10837,3 - 10001 até 20000
3142205,3 - Sudeste,31,MG,Miraí,14946,3 - 10001 até 20000
3142254,3 - Sudeste,31,MG,Miravânia,4885,1 - Até 5000
3142304,3 - Sudeste,31,MG,Moeda,4957,1 - Até 5000
3142403,3 - Sudeste,31,MG,Moema,7525,2 - 5001 até 10000
3142502,3 - Sudeste,31,MG,Monjolos,2327,1 - Até 5000
3142601,3 - Sudeste,31,MG,Monsenhor Paulo,8711,2 - 5001 até 10000
3142700,3 - Sudeste,31,MG,Montalvânia,15603,3 - 10001 até 20000
3142809,3 - Sudeste,31,MG,Monte Alegre de Minas,21095,4 - 20001 até 50000
3142908,3 - Sudeste,31,MG,Monte Azul,21783,4 - 20001 até 50000
3143005,3 - Sudeste,31,MG,Monte Belo,13453,3 - 10001 até 20000
3143104,3 - Sudeste,31,MG,Monte Carmelo,48248,4 - 20001 até 50000
3143153,3 - Sudeste,31,MG,Monte Formoso,4936,1 - Até 5000
3143203,3 - Sudeste,31,MG,Monte Santo de Minas,21949,4 - 20001 até 50000
3143302,3 - Sudeste,31,MG,Montes Claros,402027,6 - 100001 até 500000
3143401,3 - Sudeste,31,MG,Monte Sião,23444,4 - 20001 até 50000
3143450,3 - Sudeste,31,MG,Montezuma,8168,2 - 5001 até 10000
3143500,3 - Sudeste,31,MG,Morada Nova de Minas,8860,2 - 5001 até 10000
3143609,3 - Sudeste,31,MG,Morro da Garça,2595,1 - Até 5000
3143708,3 - Sudeste,31,MG,Morro do Pilar,3339,1 - Até 5000
3143807,3 - Sudeste,31,MG,Munhoz,6261,2 - 5001 até 10000
3143906,3 - Sudeste,31,MG,Muriaé,108537,6 - 100001 até 500000
3144003,3 - Sudeste,31,MG,Mutum,27528,4 - 20001 até 50000
3144102,3 - Sudeste,31,MG,Muzambinho,21026,4 - 20001 até 50000
3144201,3 - Sudeste,31,MG,Nacip Raydan,3274,1 - Até 5000
3144300,3 - Sudeste,31,MG,Nanuque,41787,4 - 20001 até 50000
3144359,3 - Sudeste,31,MG,Naque,6930,2 - 5001 até 10000
3144375,3 - Sudeste,31,MG,Natalândia,3382,1 - Até 5000
3144409,3 - Sudeste,31,MG,Natércia,4820,1 - Até 5000
3144508,3 - Sudeste,31,MG,Nazareno,8583,2 - 5001 até 10000
3144607,3 - Sudeste,31,MG,Nepomuceno,27053,4 - 20001 até 50000
3144656,3 - Sudeste,31,MG,Ninheira,10375,3 - 10001 até 20000
3144672,3 - Sudeste,31,MG,Nova Belém,3465,1 - Até 5000
3144706,3 - Sudeste,31,MG,Nova Era,17994,3 - 10001 até 20000
3144805,3 - Sudeste,31,MG,Nova Lima,92178,5 - 50001 até 100000
3144904,3 - Sudeste,31,MG,Nova Módica,3757,1 - Até 5000
3145000,3 - Sudeste,31,MG,Nova Ponte,14934,3 - 10001 até 20000
3145059,3 - Sudeste,31,MG,Nova Porteirinha,7648,2 - 5001 até 10000
3145109,3 - Sudeste,31,MG,Nova Resende,16645,3 - 10001 até 20000
3145208,3 - Sudeste,31,MG,Nova Serrana,94681,5 - 50001 até 100000
3145307,3 - Sudeste,31,MG,Novo Cruzeiro,31884,4 - 20001 até 50000
3145356,3 - Sudeste,31,MG,Novo Oriente de Minas,10869,3 - 10001 até 20000
3145372,3 - Sudeste,31,MG,Novorizonte,5308,2 - 5001 até 10000
3145406,3 - Sudeste,31,MG,Olaria,1873,1 - Até 5000
3145455,3 - Sudeste,31,MG,Olhos-dÁgua,5943,2 - 5001 até 10000
3145505,3 - Sudeste,31,MG,Olímpio Noronha,2763,1 - Até 5000
3145604,3 - Sudeste,31,MG,Oliveira,41907,4 - 20001 até 50000
3145703,3 - Sudeste,31,MG,Oliveira Fortes,2182,1 - Até 5000
3145802,3 - Sudeste,31,MG,Onça de Pitangui,3192,1 - Até 5000
3145851,3 - Sudeste,31,MG,Oratórios,4710,1 - Até 5000
3145877,3 - Sudeste,31,MG,Orizânia,7949,2 - 5001 até 10000
3145901,3 - Sudeste,31,MG,Ouro Branco,38935,4 - 20001 até 50000
3146008,3 - Sudeste,31,MG,Ouro Fino,33716,4 - 20001 até 50000
3146107,3 - Sudeste,31,MG,Ouro Preto,74659,5 - 50001 até 100000
3146206,3 - Sudeste,31,MG,Ouro Verde de Minas,6110,2 - 5001 até 10000
3146255,3 - Sudeste,31,MG,Padre Carvalho,6338,2 - 5001 até 10000
3146305,3 - Sudeste,31,MG,Padre Paraíso,20177,4 - 20001 até 50000
3146404,3 - Sudeste,31,MG,Paineiras,4650,1 - Até 5000
3146503,3 - Sudeste,31,MG,Pains,8391,2 - 5001 até 10000
3146552,3 - Sudeste,31,MG,Pai Pedro,6184,2 - 5001 até 10000
3146602,3 - Sudeste,31,MG,Paiva,1577,1 - Até 5000
3146701,3 - Sudeste,31,MG,Palma,6753,2 - 5001 até 10000
3146750,3 - Sudeste,31,MG,Palmópolis,6161,2 - 5001 até 10000
3146909,3 - Sudeste,31,MG,Papagaios,15516,3 - 10001 até 20000
3147006,3 - Sudeste,31,MG,Paracatu,92386,5 - 50001 até 100000
3147105,3 - Sudeste,31,MG,Pará de Minas,92739,5 - 50001 até 100000
3147204,3 - Sudeste,31,MG,Paraguaçu,21583,4 - 20001 até 50000
3147303,3 - Sudeste,31,MG,Paraisópolis,20983,4 - 20001 até 50000
3147402,3 - Sudeste,31,MG,Paraopeba,24427,4 - 20001 até 50000
3147501,3 - Sudeste,31,MG,Passabém,1732,1 - Até 5000
3147600,3 - Sudeste,31,MG,Passa Quatro,16470,3 - 10001 até 20000
3147709,3 - Sudeste,31,MG,Passa Tempo,8324,2 - 5001 até 10000
3147808,3 - Sudeste,31,MG,Passa-Vinte,2104,1 - Até 5000
3147907,3 - Sudeste,31,MG,Passos,114458,6 - 100001 até 500000
3147956,3 - Sudeste,31,MG,Patis,5976,2 - 5001 até 10000
3148004,3 - Sudeste,31,MG,Patos de Minas,150893,6 - 100001 até 500000
3148103,3 - Sudeste,31,MG,Patrocínio,89983,5 - 50001 até 100000
3148202,3 - Sudeste,31,MG,Patrocínio do Muriaé,5680,2 - 5001 até 10000
3148301,3 - Sudeste,31,MG,Paula Cândido,9698,2 - 5001 até 10000
3148400,3 - Sudeste,31,MG,Paulistas,4982,1 - Até 5000
3148509,3 - Sudeste,31,MG,Pavão,8709,2 - 5001 até 10000
