CodMun,REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP
1303502,1 - Norte,13,AM,Pauini,19597,3 - 10001 até 20000
1303536,1 - Norte,13,AM,Presidente Figueiredo,34574,4 - 20001 até 50000
1303569,1 - Norte,13,AM,Rio Preto da Eva,32001,4 - 20001 até 50000
1303601,1 - Norte,13,AM,Santa Isabel do Rio Negro,23765,4 - 20001 até 50000
1303700,1 - Norte,13,AM,Santo Antônio do Içá,23075,4 - 20001 até 50000
1303809,1 - Norte,13,AM,São Gabriel da Cachoeira,44553,4 - 20001 até 50000
1303908,1 - Norte,13,AM,São Paulo de Olivença,38047,4 - 20001 até 50000
1303957,1 - Norte,13,AM,São Sebastião do Uatumã,13421,3 - 10001 até 20000
1304005,1 - Norte,13,AM,Silves,9211,2 - 5001 até 10000
1304062,1 - Norte,13,AM,Tabatinga,63635,5 - 50001 até 100000
1304104,1 - Norte,13,AM,Tapauá,17930,3 - 10001 até 20000
1304203,1 - Norte,13,AM,Tefé,62021,5 - 50001 até 100000
1304237,1 - Norte,13,AM,Tonantins,18782,3 - 10001 até 20000
1304260,1 - Norte,13,AM,Uarini,13428,3 - 10001 até 20000
1304302,1 - Norte,13,AM,Urucará,16968,3 - 10001 até 20000
1304401,1 - Norte,13,AM,Urucurituba,22148,4 - 20001 até 50000
1400027,1 - Norte,14,RR,Amajari,11560,3 - 10001 até 20000
1400050,1 - Norte,14,RR,Alto Alegre,15933,3 - 10001 até 20000
1400100,1 - Norte,14,RR,Boa Vista,332020,6 - 100001 até 500000
1400159,1 - Norte,14,RR,Bonfim,11945,3 - 10001 até 20000
1400175,1 - Norte,14,RR,Cantá,16877,3 - 10001 até 20000
1400209,1 - Norte,14,RR,Caracaraí,20807,4 - 20001 até 50000
1400233,1 - Norte,14,RR,Caroebe,9493,2 - 5001 até 10000
1400282,1 - Norte,14,RR,Iracema,10859,3 - 10001 até 20000
1400308,1 - Norte,14,RR,Mucajaí,16852,3 - 10001 até 20000
1400407,1 - Norte,14,RR,Normandia,10527,3 - 10001 até 20000
1400456,1 - Norte,14,RR,Pacaraima,12375,3 - 10001 até 20000
1400472,1 - Norte,14,RR,Rorainópolis,28215,4 - 20001 até 50000
1400506,1 - Norte,14,RR,São João da Baliza,7740,2 - 5001 até 10000
1400605,1 - Norte,14,RR,São Luiz,7597,2 - 5001 até 10000
1400704,1 - Norte,14,RR,Uiramutã,9836,2 - 5001 até 10000
1500107,1 - Norte,15,PA,Abaetetuba,153380,6 - 100001 até 500000
1500131,1 - Norte,15,PA,Abel Figueiredo,7231,2 - 5001 até 10000
1500206,1 - Norte,15,PA,Acará,54096,5 - 50001 até 100000
1500305,1 - Norte,15,PA,Afuá,38144,4 - 20001 até 50000
1500347,1 - Norte,15,PA,Água Azul do Norte,26682,4 - 20001 até 50000
1500404,1 - Norte,15,PA,Alenquer,55246,5 - 50001 até 100000
1500503,1 - Norte,15,PA,Almeirim,33195,4 - 20001 até 50000
1500602,1 - Norte,15,PA,Altamira,111435,6 - 100001 até 500000
1500701,1 - Norte,15,PA,Anajás,28466,4 - 20001 até 50000
1500800,1 - Norte,15,PA,Ananindeua,516057,7 - Maior que 500000
1500859,1 - Norte,15,PA,Anapu,27096,4 - 20001 até 50000
1500909,1 - Norte,15,PA,Augusto Corrêa,44734,4 - 20001 até 50000
1500958,1 - Norte,15,PA,Aurora do Pará,30471,4 - 20001 até 50000
1501006,1 - Norte,15,PA,Aveiro,15947,3 - 10001 até 20000
1501105,1 - Norte,15,PA,Bagre,29808,4 - 20001 até 50000
1501204,1 - Norte,15,PA,Baião,46110,4 - 20001 até 50000
1501253,1 - Norte,15,PA,Bannach,3200,1 - Até 5000
1501303,1 - Norte,15,PA,Barcarena,121190,6 - 100001 até 500000
1501402,1 - Norte,15,PA,Belém,1452275,7 - Maior que 500000
1501451,1 - Norte,15,PA,Belterra,17249,3 - 10001 até 20000
1501501,1 - Norte,15,PA,Benevides,60990,5 - 50001 até 100000
1501576,1 - Norte,15,PA,Bom Jesus do Tocantins,16517,3 - 10001 até 20000
1501600,1 - Norte,15,PA,Bonito,15834,3 - 10001 até 20000
1501709,1 - Norte,15,PA,Bragança,124184,6 - 100001 até 500000
1501725,1 - Norte,15,PA,Brasil Novo,14689,3 - 10001 até 20000
1501758,1 - Norte,15,PA,Brejo Grande do Araguaia,7182,2 - 5001 até 10000
1501782,1 - Norte,15,PA,Breu Branco,64194,5 - 50001 até 100000
1501808,1 - Norte,15,PA,Breves,99896,5 - 50001 até 100000
1501907,1 - Norte,15,PA,Bujaru,28331,4 - 20001 até 50000
1501956,1 - Norte,15,PA,Cachoeira do Piriá,32947,4 - 20001 até 50000
1502004,1 - Norte,15,PA,Cachoeira do Arari,23110,4 - 20001 até 50000
1502103,1 - Norte,15,PA,Cametá,134100,6 - 100001 até 500000
1502152,1 - Norte,15,PA,Canaã dos Carajás,36027,4 - 20001 até 50000
1502202,1 - Norte,15,PA,Capanema,67150,5 - 50001 até 100000
1502301,1 - Norte,15,PA,Capitão Poço,52839,5 - 50001 até 100000
1502400,1 - Norte,15,PA,Castanhal,195253,6 - 100001 até 500000
1502509,1 - Norte,15,PA,Chaves,23066,4 - 20001 até 50000
1502608,1 - Norte,15,PA,Colares,11759,3 - 10001 até 20000
1502707,1 - Norte,15,PA,Conceição do Araguaia,46571,4 - 20001 até 50000
1502756,1 - Norte,15,PA,Concórdia do Pará,32395,4 - 20001 até 50000
1502764,1 - Norte,15,PA,Cumaru do Norte,13093,3 - 10001 até 20000
1502772,1 - Norte,15,PA,Curionópolis,17453,3 - 10001 até 20000
1502806,1 - Norte,15,PA,Curralinho,33490,4 - 20001 até 50000
1502855,1 - Norte,15,PA,Curuá,13996,3 - 10001 até 20000
1502905,1 - Norte,15,PA,Curuçá,38959,4 - 20001 até 50000
1502939,1 - Norte,15,PA,Dom Eliseu,58071,5 - 50001 até 100000
1502954,1 - Norte,15,PA,Eldorado do Carajás,32892,4 - 20001 até 50000
1503002,1 - Norte,15,PA,Faro,7009,2 - 5001 até 10000
1503044,1 - Norte,15,PA,Floresta do Araguaia,19746,3 - 10001 até 20000
1503077,1 - Norte,15,PA,Garrafão do Norte,25363,4 - 20001 até 50000
1503093,1 - Norte,15,PA,Goianésia do Pará,39352,4 - 20001 até 50000
1503101,1 - Norte,15,PA,Gurupá,32458,4 - 20001 até 50000
1503200,1 - Norte,15,PA,Igarapé-Açu,37753,4 - 20001 até 50000
1503309,1 - Norte,15,PA,Igarapé-Miri,60994,5 - 50001 até 100000
1503408,1 - Norte,15,PA,Inhangapi,11388,3 - 10001 até 20000
1503457,1 - Norte,15,PA,Ipixuna do Pará,62237,5 - 50001 até 100000
1503507,1 - Norte,15,PA,Irituia,31673,4 - 20001 até 50000
1503606,1 - Norte,15,PA,Itaituba,98523,5 - 50001 até 100000
1503705,1 - Norte,15,PA,Itupiranga,51835,5 - 50001 até 100000
1503754,1 - Norte,15,PA,Jacareacanga,8059,2 - 5001 até 10000
1503804,1 - Norte,15,PA,Jacundá,57526,5 - 50001 até 100000
1503903,1 - Norte,15,PA,Juruti,56325,5 - 50001 até 100000
1504000,1 - Norte,15,PA,Limoeiro do Ajuru,28138,4 - 20001 até 50000
1504059,1 - Norte,15,PA,Mãe do Rio,29260,4 - 20001 até 50000
1504109,1 - Norte,15,PA,Magalhães Barata,8316,2 - 5001 até 10000
1504208,1 - Norte,15,PA,Marabá,271594,6 - 100001 até 500000
1504307,1 - Norte,15,PA,Maracanã,28679,4 - 20001 até 50000
1504406,1 - Norte,15,PA,Marapanim,27569,4 - 20001 até 50000
1504422,1 - Norte,15,PA,Marituba,127858,6 - 100001 até 500000
1504455,1 - Norte,15,PA,Medicilândia,30726,4 - 20001 até 50000
1504505,1 - Norte,15,PA,Melgaço,26897,4 - 20001 até 50000
1504604,1 - Norte,15,PA,Mocajuba,30277,4 - 20001 até 50000
1504703,1 - Norte,15,PA,Moju,79825,5 - 50001 até 100000
1504752,1 - Norte,15,PA,Mojuí dos Campos,15646,3 - 10001 até 20000
1504802,1 - Norte,15,PA,Monte Alegre,56466,5 - 50001 até 100000
1504901,1 - Norte,15,PA,Muaná,39231,4 - 20001 até 50000
1504950,1 - Norte,15,PA,Nova Esperança do Piriá,20789,4 - 20001 até 50000
1504976,1 - Norte,15,PA,Nova Ipixuna,16221,3 - 10001 até 20000
1505007,1 - Norte,15,PA,Nova Timboteua,14942,3 - 10001 até 20000
1505031,1 - Norte,15,PA,Novo Progresso,25071,4 - 20001 até 50000
1505064,1 - Norte,15,PA,Novo Repartimento,73802,5 - 50001 até 100000
1505106,1 - Norte,15,PA,Óbidos,50727,5 - 50001 até 100000
1505205,1 - Norte,15,PA,Oeiras do Pará,31619,4 - 20001 até 50000
1505304,1 - Norte,15,PA,Oriximiná,71078,5 - 50001 até 100000
1505403,1 - Norte,15,PA,Ourém,17356,3 - 10001 até 20000
1505437,1 - Norte,15,PA,Ourilândia do Norte,31921,4 - 20001 até 50000
1505486,1 - Norte,15,PA,Pacajá,46383,4 - 20001 até 50000
1505494,1 - Norte,15,PA,Palestina do Pará,7386,2 - 5001 até 10000
1505502,1 - Norte,15,PA,Paragominas,110026,6 - 100001 até 500000
1505536,1 - Norte,15,PA,Parauapebas,202356,6 - 100001 até 500000
1505551,1 - Norte,15,PA,Pau DArco,5341,2 - 5001 até 10000
1505601,1 - Norte,15,PA,Peixe-Boi,7860,2 - 5001 até 10000
1505635,1 - Norte,15,PA,Piçarra,12632,3 - 10001 até 20000
1505650,1 - Norte,15,PA,Placas,30109,4 - 20001 até 50000
1505700,1 - Norte,15,PA,Ponta de Pedras,30219,4 - 20001 até 50000
1505809,1 - Norte,15,PA,Portel,60322,5 - 50001 até 100000
1505908,1 - Norte,15,PA,Porto de Moz,39991,4 - 20001 até 50000
1506005,1 - Norte,15,PA,Prainha,29067,4 - 20001 até 50000
1506104,1 - Norte,15,PA,Primavera,10534,3 - 10001 até 20000
1506112,1 - Norte,15,PA,Quatipuru,13237,3 - 10001 até 20000
1506138,1 - Norte,15,PA,Redenção,82464,5 - 50001 até 100000
1506161,1 - Norte,15,PA,Rio Maria,17705,3 - 10001 até 20000
1506187,1 - Norte,15,PA,Rondon do Pará,50925,5 - 50001 até 100000
1506195,1 - Norte,15,PA,Rurópolis,49093,4 - 20001 até 50000
1506203,1 - Norte,15,PA,Salinópolis,39569,4 - 20001 até 50000
1506302,1 - Norte,15,PA,Salvaterra,23096,4 - 20001 até 50000
1506351,1 - Norte,15,PA,Santa Bárbara do Pará,20492,4 - 20001 até 50000
1506401,1 - Norte,15,PA,Santa Cruz do Arari,9845,2 - 5001 até 10000
1506500,1 - Norte,15,PA,Santa Izabel do Pará,68836,5 - 50001 até 100000
1506559,1 - Norte,15,PA,Santa Luzia do Pará,19316,3 - 10001 até 20000
1506583,1 - Norte,15,PA,Santa Maria das Barreiras,20849,4 - 20001 até 50000
1506609,1 - Norte,15,PA,Santa Maria do Pará,24186,4 - 20001 até 50000
1506708,1 - Norte,15,PA,Santana do Araguaia,70764,5 - 50001 até 100000
1506807,1 - Norte,15,PA,Santarém,296302,6 - 100001 até 500000
1506906,1 - Norte,15,PA,Santarém Novo,6526,2 - 5001 até 10000
1507003,1 - Norte,15,PA,Santo Antônio do Tauá,30611,4 - 20001 até 50000
1507102,1 - Norte,15,PA,São Caetano de Odivelas,17563,3 - 10001 até 20000
1507151,1 - Norte,15,PA,São Domingos do Araguaia,24859,4 - 20001 até 50000
1507201,1 - Norte,15,PA,São Domingos do Capim,31123,4 - 20001 até 50000
1507300,1 - Norte,15,PA,São Félix do Xingu,124806,6 - 100001 até 500000
1507409,1 - Norte,15,PA,São Francisco do Pará,15454,3 - 10001 até 20000
1507458,1 - Norte,15,PA,São Geraldo do Araguaia,24188,4 - 20001 até 50000
1507466,1 - Norte,15,PA,São João da Ponta,5970,2 - 5001 até 10000
1507474,1 - Norte,15,PA,São João de Pirabas,22415,4 - 20001 até 50000
1507508,1 - Norte,15,PA,São João do Araguaia,13616,3 - 10001 até 20000
1507607,1 - Norte,15,PA,São Miguel do Guamá,57364,5 - 50001 até 100000
1507706,1 - Norte,15,PA,São Sebastião da Boa Vista,25904,4 - 20001 até 50000
1507755,1 - Norte,15,PA,Sapucaia,5766,2 - 5001 até 10000
1507805,1 - Norte,15,PA,Senador José Porfírio,11357,3 - 10001 até 20000
1507904,1 - Norte,15,PA,Soure,24682,4 - 20001 até 50000
1507953,1 - Norte,15,PA,Tailândia,103321,6 - 100001 até 500000
1507961,1 - Norte,15,PA,Terra Alta,11399,3 - 10001 até 20000
1507979,1 - Norte,15,PA,Terra Santa,18257,3 - 10001 até 20000
1508001,1 - Norte,15,PA,Tomé-Açu,61709,5 - 50001 até 100000
1508035,1 - Norte,15,PA,Tracuateua,30108,4 - 20001 até 50000
1508050,1 - Norte,15,PA,Trairão,18469,3 - 10001 até 20000
1508084,1 - Norte,15,PA,Tucumã,38508,4 - 20001 até 50000
1508100,1 - Norte,15,PA,Tucuruí,110516,6 - 100001 até 500000
1508126,1 - Norte,15,PA,Ulianópolis,57525,5 - 50001 até 100000
1508159,1 - Norte,15,PA,Uruará,44258,4 - 20001 até 50000
1508209,1 - Norte,15,PA,Vigia,52216,5 - 50001 até 100000
1508308,1 - Norte,15,PA,Viseu,59735,5 - 50001 até 100000
1508357,1 - Norte,15,PA,Vitória do Xingu,14719,3 - 10001 até 20000
1508407,1 - Norte,15,PA,Xinguara,43530,4 - 20001 até 50000
1600055,1 - Norte,16,AP,Serra do Navio,5111,2 - 5001 até 10000
1600105,1 - Norte,16,AP,Amapá,8757,2 - 5001 até 10000
1600154,1 - Norte,16,AP,Pedra Branca do Amapari,15125,3 - 10001 até 20000
1600204,1 - Norte,16,AP,Calçoene,10525,3 - 10001 até 20000
1600212,1 - Norte,16,AP,Cutias,5637,2 - 5001 até 10000
1600238,1 - Norte,16,AP,Ferreira Gomes,7270,2 - 5001 até 10000
1600253,1 - Norte,16,AP,Itaubal,5172,2 - 5001 até 10000
1600279,1 - Norte,16,AP,Laranjal do Jari,47554,4 - 20001 até 50000
1600303,1 - Norte,16,AP,Macapá,474706,6 - 100001 até 500000
1600402,1 - Norte,16,AP,Mazagão,20387,4 - 20001 até 50000
1600501,1 - Norte,16,AP,Oiapoque,25514,4 - 20001 até 50000
1600535,1 - Norte,16,AP,Porto Grande,20611,4 - 20001 até 50000
1600550,1 - Norte,16,AP,Pracuúba,4779,1 - Até 5000
1600600,1 - Norte,16,AP,Santana,115471,6 - 100001 até 500000
1600709,1 - Norte,16,AP,Tartarugalzinho,16112,3 - 10001 até 20000
1600808,1 - Norte,16,AP,Vitória do Jari,14991,3 - 10001 até 20000
1700251,1 - Norte,17,TO,Abreulândia,2571,1 - Até 5000
1700301,1 - Norte,17,TO,Aguiarnópolis,6460,2 - 5001 até 10000
1700350,1 - Norte,17,TO,Aliança do Tocantins,5527,2 - 5001 até 10000
1700400,1 - Norte,17,TO,Almas,7273,2 - 5001 até 10000
1700707,1 - Norte,17,TO,Alvorada,8516,2 - 5001 até 10000
1701002,1 - Norte,17,TO,Ananás,9749,2 - 5001 até 10000
1701051,1 - Norte,17,TO,Angico,3423,1 - Até 5000
1701101,1 - Norte,17,TO,Aparecida do Rio Negro,4726,1 - Até 5000
1701309,1 - Norte,17,TO,Aragominas,5865,2 - 5001 até 10000
1701903,1 - Norte,17,TO,Araguacema,7003,2 - 5001 até 10000
1702000,1 - Norte,17,TO,Araguaçu,8692,2 - 5001 até 10000
1702109,1 - Norte,17,TO,Araguaína,175960,6 - 100001 até 500000
1702158,1 - Norte,17,TO,Araguanã,5645,2 - 5001 até 10000
1702208,1 - Norte,17,TO,Araguatins,35216,4 - 20001 até 50000
1702307,1 - Norte,17,TO,Arapoema,6756,2 - 5001 até 10000
1702406,1 - Norte,17,TO,Arraias,10727,3 - 10001 até 20000
1702554,1 - Norte,17,TO,Augustinópolis,18089,3 - 10001 até 20000
1702703,1 - Norte,17,TO,Aurora do Tocantins,3735,1 - Até 5000
1702901,1 - Norte,17,TO,Axixá do Tocantins,9776,2 - 5001 até 10000
1703008,1 - Norte,17,TO,Babaçulândia,10752,3 - 10001 até 20000
1703057,1 - Norte,17,TO,Bandeirantes do Tocantins,3500,1 - Até 5000
1703073,1 - Norte,17,TO,Barra do Ouro,4544,1 - Até 5000
1703107,1 - Norte,17,TO,Barrolândia,5643,2 - 5001 até 10000
1703206,1 - Norte,17,TO,Bernardo Sayão,4518,1 - Até 5000
1703305,1 - Norte,17,TO,Bom Jesus do Tocantins,4700,1 - Até 5000
1703602,1 - Norte,17,TO,Brasilândia do Tocantins,2199,1 - Até 5000
1703701,1 - Norte,17,TO,Brejinho de Nazaré,5499,2 - 5001 até 10000
1703800,1 - Norte,17,TO,Buriti do Tocantins,11135,3 - 10001 até 20000
1703826,1 - Norte,17,TO,Cachoeirinha,2276,1 - Até 5000
1703842,1 - Norte,17,TO,Campos Lindos,9795,2 - 5001 até 10000
1703867,1 - Norte,17,TO,Cariri do Tocantins,4296,1 - Até 5000
1703883,1 - Norte,17,TO,Carmolândia,2555,1 - Até 5000
1703891,1 - Norte,17,TO,Carrasco Bonito,4055,1 - Até 5000
1703909,1 - Norte,17,TO,Caseara,5265,2 - 5001 até 10000
1704105,1 - Norte,17,TO,Centenário,2866,1 - Até 5000
1704600,1 - Norte,17,TO,Chapada de Areia,1407,1 - Até 5000
1705102,1 - Norte,17,TO,Chapada da Natividade,3364,1 - Até 5000
1705508,1 - Norte,17,TO,Colinas do Tocantins,34839,4 - 20001 até 50000
1705557,1 - Norte,17,TO,Combinado,4874,1 - Até 5000
1705607,1 - Norte,17,TO,Conceição do Tocantins,4179,1 - Até 5000
1706001,1 - Norte,17,TO,Couto Magalhães,5529,2 - 5001 até 10000
1706100,1 - Norte,17,TO,Cristalândia,7374,2 - 5001 até 10000
1706258,1 - Norte,17,TO,Crixás do Tocantins,1708,1 - Até 5000
1706506,1 - Norte,17,TO,Darcinópolis,5988,2 - 5001 até 10000
1707009,1 - Norte,17,TO,Dianópolis,21738,4 - 20001 até 50000
1707108,1 - Norte,17,TO,Divinópolis do Tocantins,6868,2 - 5001 até 10000
1707207,1 - Norte,17,TO,Dois Irmãos do Tocantins,7286,2 - 5001 até 10000
1707306,1 - Norte,17,TO,Dueré,4727,1 - Até 5000
1707405,1 - Norte,17,TO,Esperantina,10793,3 - 10001 até 20000
1707553,1 - Norte,17,TO,Fátima,3879,1 - Até 5000
1707652,1 - Norte,17,TO,Figueirópolis,5352,2 - 5001 até 10000
1707702,1 - Norte,17,TO,Filadélfia,8893,2 - 5001 até 10000
1708205,1 - Norte,17,TO,Formoso do Araguaia,18684,3 - 10001 até 20000
1708254,1 - Norte,17,TO,Fortaleza do Tabocão,2584,1 - Até 5000
1708304,1 - Norte,17,TO,Goianorte,5153,2 - 5001 até 10000
1709005,1 - Norte,17,TO,Goiatins,12973,3 - 10001 até 20000
1709302,1 - Norte,17,TO,Guaraí,25642,4 - 20001 até 50000
1709500,1 - Norte,17,TO,Gurupi,85523,5 - 50001 até 100000
1709807,1 - Norte,17,TO,Ipueiras,1955,1 - Até 5000
1710508,1 - Norte,17,TO,Itacajá,7456,2 - 5001 até 10000
1710706,1 - Norte,17,TO,Itaguatins,5980,2 - 5001 até 10000
1710904,1 - Norte,17,TO,Itapiratins,3772,1 - Até 5000
1711100,1 - Norte,17,TO,Itaporã do Tocantins,2465,1 - Até 5000
1711506,1 - Norte,17,TO,Jaú do Tocantins,3821,1 - Até 5000
1711803,1 - Norte,17,TO,Juarina,2229,1 - Até 5000
1711902,1 - Norte,17,TO,Lagoa da Confusão,12808,3 - 10001 até 20000
1711951,1 - Norte,17,TO,Lagoa do Tocantins,4191,1 - Até 5000
1712009,1 - Norte,17,TO,Lajeado,3092,1 - Até 5000
1712157,1 - Norte,17,TO,Lavandeira,1875,1 - Até 5000
1712405,1 - Norte,17,TO,Lizarda,3787,1 - Até 5000
1712454,1 - Norte,17,TO,Luzinópolis,3038,1 - Até 5000
1712504,1 - Norte,17,TO,Marianópolis do Tocantins,5054,2 - 5001 até 10000
1712702,1 - Norte,17,TO,Mateiros,2614,1 - Até 5000
1712801,1 - Norte,17,TO,Maurilândia do Tocantins,3409,1 - Até 5000
1713205,1 - Norte,17,TO,Miracema do Tocantins,19055,3 - 10001 até 20000
1713304,1 - Norte,17,TO,Miranorte,13426,3 - 10001 até 20000
1713601,1 - Norte,17,TO,Monte do Carmo,7770,2 - 5001 até 10000
1713700,1 - Norte,17,TO,Monte Santo do Tocantins,2264,1 - Até 5000
1713809,1 - Norte,17,TO,Palmeiras do Tocantins,6535,2 - 5001 até 10000
1713957,1 - Norte,17,TO,Muricilândia,3507,1 - Até 5000
1714203,1 - Norte,17,TO,Natividade,9312,2 - 5001 até 10000
1714302,1 - Norte,17,TO,Nazaré,4060,1 - Até 5000
1714880,1 - Norte,17,TO,Nova Olinda,11715,3 - 10001 até 20000
1715002,1 - Norte,17,TO,Nova Rosalândia,4203,1 - Até 5000
1715101,1 - Norte,17,TO,Novo Acordo,4267,1 - Até 5000
1715150,1 - Norte,17,TO,Novo Alegre,2353,1 - Até 5000
1715259,1 - Norte,17,TO,Novo Jardim,2697,1 - Até 5000
1715507,1 - Norte,17,TO,Oliveira de Fátima,1110,1 - Até 5000
1715705,1 - Norte,17,TO,Palmeirante,5859,2 - 5001 até 10000
1715754,1 - Norte,17,TO,Palmeirópolis,7687,2 - 5001 até 10000
1716109,1 - Norte,17,TO,Paraíso do Tocantins,50360,5 - 50001 até 100000
1716208,1 - Norte,17,TO,Paranã,10562,3 - 10001 até 20000
1716307,1 - Norte,17,TO,Pau DArco,4853,1 - Até 5000
1716505,1 - Norte,17,TO,Pedro Afonso,13288,3 - 10001 até 20000
1716604,1 - Norte,17,TO,Peixe,11591,3 - 10001 até 20000
1716653,1 - Norte,17,TO,Pequizeiro,5453,2 - 5001 até 10000
1716703,1 - Norte,17,TO,Colméia,8409,2 - 5001 até 10000
1717008,1 - Norte,17,TO,Pindorama do Tocantins,4520,1 - Até 5000
1717206,1 - Norte,17,TO,Piraquê,3044,1 - Até 5000
1717503,1 - Norte,17,TO,Pium,7536,2 - 5001 até 10000
1717800,1 - Norte,17,TO,Ponte Alta do Bom Jesus,4645,1 - Até 5000
1717909,1 - Norte,17,TO,Ponte Alta do Tocantins,7949,2 - 5001 até 10000
1718006,1 - Norte,17,TO,Porto Alegre do Tocantins,3102,1 - Até 5000
1718204,1 - Norte,17,TO,Porto Nacional,52828,5 - 50001 até 100000
1718303,1 - Norte,17,TO,Praia Norte,8365,2 - 5001 até 10000
1718402,1 - Norte,17,TO,Presidente Kennedy,3733,1 - Até 5000
1718451,1 - Norte,17,TO,Pugmil,2650,1 - Até 5000
1718501,1 - Norte,17,TO,Recursolândia,4230,1 - Até 5000
1718550,1 - Norte,17,TO,Riachinho,4601,1 - Até 5000
1718659,1 - Norte,17,TO,Rio da Conceição,2061,1 - Até 5000
1718709,1 - Norte,17,TO,Rio dos Bois,2810,1 - Até 5000
1718758,1 - Norte,17,TO,Rio Sono,6512,2 - 5001 até 10000
1718808,1 - Norte,17,TO,Sampaio,4579,1 - Até 5000
1718840,1 - Norte,17,TO,Sandolândia,3410,1 - Até 5000
1718865,1 - Norte,17,TO,Santa Fé do Araguaia,7402,2 - 5001 até 10000
1718881,1 - Norte,17,TO,Santa Maria do Tocantins,3356,1 - Até 5000
1718899,1 - Norte,17,TO,Santa Rita do Tocantins,2343,1 - Até 5000
1718907,1 - Norte,17,TO,Santa Rosa do Tocantins,4833,1 - Até 5000
1719004,1 - Norte,17,TO,Santa Tereza do Tocantins,2825,1 - Até 5000
1720002,1 - Norte,17,TO,Santa Terezinha do Tocantins,2550,1 - Até 5000
1720101,1 - Norte,17,TO,São Bento do Tocantins,5231,2 - 5001 até 10000
1720150,1 - Norte,17,TO,São Félix do Tocantins,1571,1 - Até 5000
1720200,1 - Norte,17,TO,São Miguel do Tocantins,11906,3 - 10001 até 20000
1720259,1 - Norte,17,TO,São Salvador do Tocantins,3084,1 - Até 5000
1720309,1 - Norte,17,TO,São Sebastião do Tocantins,4749,1 - Até 5000
1720499,1 - Norte,17,TO,São Valério,4111,1 - Até 5000
1720655,1 - Norte,17,TO,Silvanópolis,5399,2 - 5001 até 10000
1720804,1 - Norte,17,TO,Sítio Novo do Tocantins,9192,2 - 5001 até 10000
1720853,1 - Norte,17,TO,Sucupira,1941,1 - Até 5000
1720903,1 - Norte,17,TO,Taguatinga,16530,3 - 10001 até 20000
1720937,1 - Norte,17,TO,Taipas do Tocantins,2130,1 - Até 5000
1720978,1 - Norte,17,TO,Talismã,2777,1 - Até 5000
1721000,1 - Norte,17,TO,Palmas,286787,6 - 100001 até 500000
1721109,1 - Norte,17,TO,Tocantínia,7460,2 - 5001 até 10000
1721208,1 - Norte,17,TO,Tocantinópolis,23119,4 - 20001 até 50000
1721257,1 - Norte,17,TO,Tupirama,1843,1 - Até 5000
1721307,1 - Norte,17,TO,Tupiratins,2574,1 - Até 5000
1722081,1 - Norte,17,TO,Wanderlândia,11677,3 - 10001 até 20000
1722107,1 - Norte,17,TO,Xambioá,11683,3 - 10001 até 20000
2100055,2 - Nordeste,21,MA,Açailândia,111339,6 - 100001 até 500000
2100105,2 - Nordeste,21,MA,Afonso Cunha,6486,2 - 5001 até 10000
2100154,2 - Nordeste,21,MA,Água Doce do Maranhão,12457,3 - 10001 até 20000
2100204,2 - Nordeste,21,MA,Alcântara,21673,4 - 20001 até 50000
2100303,2 - Nordeste,21,MA,Aldeias Altas,26387,4 - 20001 até 50000
2100402,2 - Nordeste,21,MA,Altamira do Maranhão,8070,2 - 5001 até 10000
2100436,2 - Nordeste,21,MA,Alto Alegre do Maranhão,26872,4 - 20001 até 50000
2100477,2 - Nordeste,21,MA,Alto Alegre do Pindaré,31312,4 - 20001 até 50000
2100501,2 - Nordeste,21,MA,Alto Parnaíba,11001,3 - 10001 até 20000
2100550,2 - Nordeste,21,MA,Amapá do Maranhão,6895,2 - 5001 até 10000
2100600,2 - Nordeste,21,MA,Amarante do Maranhão,41106,4 - 20001 até 50000
2100709,2 - Nordeste,21,MA,Anajatuba,27352,4 - 20001 até 50000
2100808,2 - Nordeste,21,MA,Anapurus,15696,3 - 10001 até 20000
2100832,2 - Nordeste,21,MA,Apicum-Açu,18374,3 - 10001 até 20000
2100873,2 - Nordeste,21,MA,Araguanã,15332,3 - 10001 até 20000
2100907,2 - Nordeste,21,MA,Araioses,46074,4 - 20001 até 50000
2100956,2 - Nordeste,21,MA,Arame,32145,4 - 20001 até 50000
2101004,2 - Nordeste,21,MA,Arari,29388,4 - 20001 até 50000
2101103,2 - Nordeste,21,MA,Axixá,11975,3 - 10001 até 20000
2101202,2 - Nordeste,21,MA,Bacabal,103359,6 - 100001 até 500000
2101251,2 - Nordeste,21,MA,Bacabeira,17053,3 - 10001 até 20000
2101301,2 - Nordeste,21,MA,Bacuri,17435,3 - 10001 até 20000
2101350,2 - Nordeste,21,MA,Bacurituba,5574,2 - 5001 até 10000
2101400,2 - Nordeste,21,MA,Balsas,94779,5 - 50001 até 100000
2101509,2 - Nordeste,21,MA,Barão de Grajaú,18619,3 - 10001 até 20000
2101608,2 - Nordeste,21,MA,Barra do Corda,87135,5 - 50001 até 100000
2101707,2 - Nordeste,21,MA,Barreirinhas,62458,5 - 50001 até 100000
2101731,2 - Nordeste,21,MA,Belágua,7422,2 - 5001 até 10000
2101772,2 - Nordeste,21,MA,Bela Vista do Maranhão,11103,3 - 10001 até 20000
2101806,2 - Nordeste,21,MA,Benedito Leite,5528,2 - 5001 até 10000
